filename,folder,original_width,original_height,resized_width,resized_height,mean_R,mean_G,mean_B,std_R,std_G,std_B
137adf54388cc93d.jpg,train,982,1600,224,224,186.03,182.89,152.35,54.42,52.45,43.51
179c20e544b3ca0f.jpg,train,1600,1195,224,224,127.39,112.06,79.17,73.97,69.32,59.59
18804998994346ed.jpg,train,1600,1200,224,224,128.87,132.39,130.24,77.08,82.22,81.38
15c4ece839c34c0e.jpg,train,1600,1066,224,224,138.03,134.63,131.98,61.45,64.57,66.04
1729c8836d56b56c.jpg,train,1600,1214,224,224,74.2,80.03,77.21,71.38,70.83,73.05
107c1b456df7a140.jpg,train,716,992,224,224,218.1,209.22,211.35,32.43,38.09,44.26
1331d405ba0b363e.jpg,train,1535,1148,224,224,129.35,127.22,121.59,78.48,80.01,81.78
10b515c48c23d843.jpg,train,1600,1280,224,224,131.87,119.33,105.12,70.38,69.65,72.54
1627642ce2c9d991.jpg,train,1599,1040,224,224,65.29,47.49,66.55,61.18,33.81,47.08
1c927ca3d0b6e356.jpg,train,1600,1124,224,224,185.5,168.83,148.14,49.29,53.5,58.42
166eb9c4d55f7af6.jpg,train,1600,1200,224,224,85.76,111.08,135.32,63.35,69.91,77.25
147e93777b512d80.jpg,train,600,450,224,224,126.01,80.29,44.67,79.47,60.87,57.29
1750524e889e9b3e.jpg,train,1600,1200,224,224,120.06,116.82,99.41,27.66,26.31,27.37
17710b611d577597.jpg,train,1600,1200,224,224,76.82,97.12,64.66,53.87,71.85,51.02
152db2e12a8cb393.jpg,train,1600,1066,224,224,116.35,117.78,127.11,75.76,75.14,75.79
10176bdc9d86cb23.jpg,train,1600,1200,224,224,125.13,125.63,118.39,79.74,81.99,82.93
144f0a3918146032.jpg,train,1600,1200,224,224,129.0,119.14,101.61,36.24,38.31,44.55
163b5cc3d655a9a5.jpg,train,900,1200,224,224,111.47,114.8,114.95,62.8,62.72,64.46
1148b8abcb9bd74f.jpg,train,1600,1254,224,224,227.36,227.54,227.53,51.33,50.96,50.96
15dfab61c543fafb.jpg,train,1600,900,224,224,85.72,88.45,89.69,69.54,65.49,60.43
1aca899efdd85f5c.jpg,train,1600,1063,224,224,93.94,89.45,93.37,64.9,58.06,56.38
15a0da0c6223f5f6.jpg,train,1600,1066,224,224,124.02,120.64,118.66,80.18,80.89,81.43
16456dd7cc6a4fb5.jpg,train,553,728,224,224,196.2,203.97,182.85,49.87,34.8,36.29
11c32db1349f8942.jpg,train,864,738,224,224,183.12,189.1,114.29,30.8,33.48,28.71
14d5d785460b39e5.jpg,train,1600,1063,224,224,76.81,71.67,68.66,61.94,61.83,58.13
13b489a4bd2ee8a3.jpg,train,576,757,224,224,135.84,135.38,130.94,77.83,78.04,78.22
146bd23ee135232d.jpg,train,1066,1600,224,224,91.21,82.98,76.53,73.49,72.02,70.47
107dca2af61904b6.jpg,train,612,612,224,224,206.88,173.16,140.44,32.22,41.09,63.81
219f7cb247a49312.jpg,train,1500,1041,224,224,129.07,101.39,56.34,25.29,22.12,14.02
18935ace570c57e9.jpg,train,1189,1600,224,224,180.58,180.87,178.59,78.44,74.45,73.09
165bcb7a2185b903.jpg,train,848,480,224,224,85.44,68.71,62.97,55.67,48.33,44.73
1746d3fe11790b02.jpg,train,1075,1600,224,224,213.7,198.86,166.58,29.64,33.03,39.4
13632793d5f682d7.jpg,train,1600,1071,224,224,115.76,118.54,126.02,59.33,60.99,67.52
1417c2bddd067957.jpg,train,1600,829,224,224,236.87,232.14,198.14,29.54,27.65,61.37
13ed0a19729fe836.jpg,train,313,232,224,224,243.28,243.28,243.28,42.7,42.7,42.7
214b4b9f3e72fd39.jpg,train,1600,1394,224,224,145.95,126.99,107.16,26.94,25.7,23.73
105ef7e40efe7ab2.jpg,train,1600,1200,224,224,77.41,71.14,59.75,55.24,57.46,61.29
190e7ae39088c06d.jpg,train,1600,1066,224,224,92.65,93.26,100.35,80.99,81.31,81.69
140fb9f5c2ca242a.jpg,train,1280,960,224,224,133.73,130.18,128.54,65.54,69.27,69.73
13258a7023a34b17.jpg,train,1169,1600,224,224,106.97,67.64,65.16,78.05,71.0,68.61
13950b62ac2820b9.jpg,train,1599,1245,224,224,82.62,89.95,98.89,52.3,51.35,54.11
190cc6dc98d2032c.jpg,train,800,600,224,224,75.14,77.1,75.82,62.85,63.84,63.25
11268d3fc4efb7e4.jpg,train,1200,1600,224,224,100.98,101.18,104.05,68.28,64.37,69.14
1365bbce485dca79.jpg,train,768,1024,224,224,66.2,73.3,71.27,59.25,56.71,56.74
163d3ec34faf4e10.jpg,train,1600,1200,224,224,127.1,121.48,111.46,46.99,48.64,48.64
15644d395f543337.jpg,train,1600,1195,224,224,128.24,113.25,104.67,69.87,69.74,67.09
13388b629f3e24b1.jpg,train,1600,1066,224,224,139.14,139.0,136.08,41.53,42.41,44.34
178336318b30a7f6.jpg,train,1600,1200,224,224,104.4,88.16,80.37,73.44,67.15,68.21
17b13940af066fac.jpg,train,1240,969,224,224,234.36,230.6,222.99,41.38,44.46,47.91
1324c25f26b64659.jpg,train,1131,1600,224,224,246.58,246.58,246.58,23.19,23.19,23.19
1af85f6efd3d1fa1.jpg,train,1600,1200,224,224,141.75,144.2,145.73,68.69,64.22,57.89
127d6226002a3c75.jpg,train,1600,1066,224,224,100.79,95.63,96.81,81.21,78.38,78.05
170ecbaec3a711c1.jpg,train,1275,953,224,224,95.25,85.69,82.57,66.91,67.84,69.7
103894450f229f5f.jpg,train,1280,800,224,224,212.82,213.5,216.69,63.75,62.04,59.44
1452ea4e5acf1bd3.jpg,train,1600,1200,224,224,69.98,62.04,46.39,62.04,56.05,44.2
10f6d18b836e3e63.jpg,train,1200,1600,224,224,121.14,114.89,114.0,79.36,74.23,71.29
132dce60cb5f7712.jpg,train,1600,1113,224,224,109.28,115.44,128.26,63.59,65.7,71.15
13f14905b5d248cb.jpg,train,1200,1600,224,224,133.36,130.25,138.3,52.41,50.09,51.85
132f8434ed977eea.jpg,train,1600,1200,224,224,136.21,132.44,131.82,70.28,72.63,75.02
10b2c213abea586b.jpg,train,550,687,224,224,152.13,147.4,133.54,95.03,87.41,76.53
154295710d98d698.jpg,train,1600,1142,224,224,99.36,99.2,99.23,63.26,58.08,52.54
1297fa3c212c43b3.jpg,train,1600,1071,224,224,63.37,55.68,49.18,47.72,50.49,49.7
11d8f5444ce9768b.jpg,train,1129,834,224,224,223.33,220.63,221.66,58.92,64.58,62.9
14730ad70a38ed8f.jpg,train,1037,1536,224,224,175.15,142.65,141.02,61.58,81.76,78.43
15ed2e2d627d9efd.jpg,train,1039,1400,224,224,152.3,152.3,152.3,52.02,52.02,52.02
15b891f1b2e1d5cb.jpg,train,1200,1600,224,224,138.63,138.15,129.25,37.83,41.81,44.28
17ef89d511b5d9ed.jpg,train,1600,1066,224,224,132.57,96.06,98.09,68.7,66.54,67.81
1de57fb671e27b29.jpg,train,1600,1244,224,224,81.56,83.83,52.72,72.36,55.62,33.53
171e0d76c2802452.jpg,train,1600,1200,224,224,133.4,119.1,100.83,59.47,68.42,68.38
171087c057a02a5f.jpg,train,1066,1600,224,224,138.39,140.56,151.44,46.34,49.05,65.95
18c0e53932c2ae51.jpg,train,1142,1600,224,224,173.18,106.75,76.38,43.27,53.52,58.28
15141159480b3418.jpg,train,1600,1195,224,224,106.3,86.13,90.79,65.53,73.49,78.11
114ce15870f4a665.jpg,train,1600,1200,224,224,138.47,130.51,122.0,84.02,85.46,84.61
14562a4aadd85416.jpg,train,1600,1059,224,224,71.28,72.83,57.42,59.68,61.11,69.03
15618c09b58e2660.jpg,train,1600,1200,224,224,149.95,144.81,142.08,47.1,43.6,43.15
217f3013d8094546.jpg,train,640,640,224,224,119.15,112.39,75.02,54.2,60.42,68.44
170bda035473d1a7.jpg,train,1600,1066,224,224,136.51,136.09,131.13,72.09,71.51,81.58
10ebd8ae0b45412d.jpg,train,1600,1200,224,224,153.94,105.34,75.17,52.75,50.0,52.44
1560a1f0dd19c75f.jpg,train,1024,683,224,224,134.95,130.56,130.04,55.66,54.83,54.96
1a1fd293dc3e016f.jpg,train,800,600,224,224,150.54,154.16,155.99,58.37,63.06,67.85
156a2eaa09e7257d.jpg,train,1024,768,224,224,131.52,128.83,117.74,52.99,53.0,56.12
10ab18feb16df204.jpg,train,1200,1600,224,224,138.5,142.52,140.63,45.79,44.69,44.72
16f3820853bc9fba.jpg,train,1066,1600,224,224,110.79,98.28,110.33,81.74,75.59,82.26
15a69f0936a1e199.jpg,train,1024,681,224,224,134.67,120.88,99.68,64.96,65.21,66.47
1574276ade858a02.jpg,train,1200,1600,224,224,108.91,85.72,108.19,56.6,70.48,86.19
1211aaa4593130f7.jpg,train,1199,1600,224,224,181.6,168.77,148.44,60.48,56.56,52.51
1375b29b4b0d9b98.jpg,train,1600,901,224,224,159.0,159.44,160.83,71.57,70.32,58.66
1581418e71f85e99.jpg,train,1600,1200,224,224,68.71,53.87,63.75,44.91,52.82,60.61
1710e5b0f13fe88e.jpg,train,1600,1063,224,224,152.29,133.87,120.46,68.78,70.81,76.05
1b9d4e524b8b0208.jpg,train,1600,1200,224,224,232.73,228.97,228.24,42.23,45.18,44.57
1e7276853a66cbe7.jpg,train,1600,1066,224,224,93.93,90.93,74.65,81.43,72.22,65.72
2190f468b007d7a8.jpg,train,1024,768,224,224,195.06,185.68,192.69,73.65,81.56,79.35
1d437a138c383045.jpg,train,1600,1066,224,224,185.35,173.12,162.64,29.71,31.06,34.08
225d10a167e392ad.jpg,train,640,640,224,224,172.94,169.21,163.55,20.5,20.59,19.94
1a6cbaa706b8982f.jpg,train,1600,1066,224,224,99.64,91.31,63.76,81.14,80.21,72.67
